Fan,FanHours,Refrigerator,RefrigeratorHours,AirConditioner,AirConditionerHours,Television,TelevisionHours,Monitor,MonitorHours,MotorPump,MotorPumpHours,Month,City,UnitsConsumed,ElectricityBill
4,11,0,0,2,7,1,1,0,0,0,0,12,Dahej,732.0,3508.9
0,0,1,24,0,0,0,0,0,0,1,0,3,Faridabad,108.0,281.1
4,16,1,24,3,7,3,5,0,0,1,3,4,Kolkata,1309.5,9221.25
7,0,1,24,0,0,3,0,1,7,1,3,9,Pune,183.9,1284.97
3,2,1,24,2,1,0,0,3,10,1,0,1,Dahej,247.5,991.88
3,4,2,24,0,0,3,4,1,6,1,2,8,Pune,331.2,2905.56
7,11,1,24,3,3,1,6,0,0,1,1,3,Hyderabad,726.75,5050.75
7,3,2,24,3,0,3,1,2,4,0,0,8,Gurgaon,281.85,1097.21
5,15,2,24,0,0,3,8,2,2,0,0,3,Mumbai,461.55,4704.39
1,6,2,24,1,1,1,3,0,0,1,1,7,Kolkata,306.0,1695.0
7,3,1,24,3,1,3,0,3,6,0,0,3,Ratnagiri,311.85,2638.53
6,8,2,24,0,0,3,2,1,1,1,3,6,Pune,410.7,4002.66
3,0,2,24,0,0,3,2,3,4,0,0,11,Nagpur,248.4,1946.1
3,4,1,24,3,8,2,3,0,0,1,0,4,Ahmedabad,1233.0,6114.1
3,0,1,24,3,3,2,6,0,0,0,0,7,Ratnagiri,549.0,5881.8
8,9,0,0,0,0,2,0,0,0,1,2,3,Nagpur,207.0,1521.75
6,14,1,24,0,0,0,0,1,3,0,0,1,Vadodara,300.6,1265.62
5,0,0,0,2,10,1,2,1,6,1,1,10,Shimla,935.7,5027.08
7,2,1,24,3,4,3,2,2,7,1,0,6,New Delhi,714.3,3600.1
2,15,2,24,1,2,0,0,0,0,1,0,5,Nagpur,373.5,3489.3
8,15,2,24,1,5,2,7,1,9,0,0,3,Dahej,763.8,3674.26
2,0,1,24,0,0,3,0,0,0,1,0,7,Mumbai,108.0,507.0
2,0,1,24,3,6,1,4,1,9,0,0,8,New Delhi,940.8,5326.4
4,16,2,24,2,5,0,0,3,0,1,1,12,Ahmedabad,832.5,4031.5
7,8,2,24,2,4,1,3,0,0,1,1,8,Mumbai,733.5,8317.2
6,0,2,24,1,2,3,1,1,0,1,0,7,Faridabad,315.0,1289.25
3,3,2,24,1,6,0,0,0,0,0,0,9,Chennai,506.25,1087.5
7,0,1,24,0,0,2,8,2,10,1,0,11,New Delhi,180.0,540.0
8,4,1,24,3,6,1,3,3,0,1,2,2,Chennai,1044.0,4314.0
7,16,0,0,2,9,0,0,3,7,0,0,2,Faridabad,1087.2,6651.62
1,14,1,24,2,6,0,0,3,8,1,3,3,New Delhi,775.8,4030.6
6,10,0,0,3,10,2,2,1,4,1,1,7,Kolkata,1524.3,10832.25
0,0,1,24,1,4,3,6,0,0,0,0,6,Navi Mumbai,342.0,3054.6
4,12,1,24,3,5,2,7,1,1,1,0,9,Pune,934.2,10966.44
5,3,0,0,1,6,1,2,0,0,1,0,1,Pune,309.75,2609.55
1,4,1,24,0,0,1,5,2,3,0,0,5,Hyderabad,139.2,436.4
4,9,0,0,0,0,1,6,1,5,0,0,7,Mumbai,105.0,476.25
0,0,1,24,1,5,1,6,1,0,0,0,2,Navi Mumbai,351.0,3178.8
4,14,0,0,0,0,1,5,2,1,0,0,6,Navi Mumbai,143.4,869.85
0,0,0,0,2,10,0,0,1,8,1,0,9,Navi Mumbai,909.6,10641.72
3,14,2,24,1,10,3,4,2,2,0,0,6,New Delhi,801.3,4210.4
3,6,0,0,0,0,2,6,0,0,0,0,5,New Delhi,76.5,229.5
2,8,0,0,1,3,1,4,3,6,1,2,9,Mumbai,249.6,1958.4
3,0,0,0,3,10,2,5,1,1,0,0,8,New Delhi,1381.2,8849.6
3,16,2,24,1,1,0,0,0,0,1,0,10,Gurgaon,369.0,1637.55
7,8,1,24,2,1,0,0,1,3,0,0,7,Kolkata,327.6,1857.0
6,8,2,24,0,0,3,7,0,0,1,0,12,Pune,387.0,3675.6
3,6,1,24,3,1,2,1,3,7,0,0,2,Ahmedabad,314.7,1338.94
0,0,2,24,0,0,1,4,3,10,1,1,6,Pune,286.5,2336.62
0,0,0,0,0,0,0,0,3,2,1,2,6,Gurgaon,52.2,116.49
6,12,2,24,0,0,3,5,3,2,0,0,9,Navi Mumbai,430.2,4271.76
7,7,1,24,3,5,0,0,1,6,1,2,4,Hyderabad,945.45,7019.05
5,0,0,0,3,3,3,0,2,7,0,0,1,Gurgaon,421.8,1978.11
0,0,0,0,0,0,2,1,2,3,1,3,8,Shimla,80.7,0.0
1,11,2,24,0,0,1,1,0,0,1,1,3,New Delhi,266.25,898.12
5,8,0,0,3,9,0,0,2,4,0,0,1,Shimla,1314.6,7588.45
4,8,0,0,1,3,0,0,0,0,1,0,8,Noida,207.0,1167.0
6,16,0,0,0,0,0,0,0,0,1,3,1,Navi Mumbai,283.5,2305.88
4,6,0,0,0,0,1,5,1,4,1,3,6,Ahmedabad,141.3,540.53
0,0,1,24,1,6,0,0,0,0,0,0,3,Faridabad,378.0,1695.6
6,14,1,24,1,5,3,1,2,7,0,0,8,Ahmedabad,547.8,2551.06
2,9,0,0,0,0,3,6,0,0,0,0,5,New Delhi,94.5,283.5
4,8,2,24,1,0,1,1,3,6,1,1,3,Chennai,335.1,555.3
5,14,1,24,0,0,2,6,2,0,1,3,7,Navi Mumbai,369.0,3427.2
7,11,1,24,2,1,1,3,0,0,0,0,8,Vadodara,380.25,1679.8
1,10,2,24,0,0,3,0,1,9,1,3,12,New Delhi,316.8,1125.6
5,8,1,24,0,0,3,6,2,6,0,0,11,Kolkata,266.4,1448.4
8,4,1,24,0,0,3,2,1,10,0,0,7,Nagpur,210.0,1552.5
8,11,2,24,0,0,2,1,2,5,1,3,12,Vadodara,499.5,2299.9
1,4,2,24,1,3,3,7,1,0,0,0,9,Vadodara,423.0,1902.1
7,8,2,24,2,5,3,2,3,5,0,0,9,Nagpur,828.0,9564.6
6,14,2,24,0,0,1,8,3,7,0,0,6,Ahmedabad,454.2,2064.34
8,8,2,24,1,9,1,8,3,5,1,0,1,Shimla,807.0,4157.07
7,13,1,24,3,7,2,7,2,6,1,2,3,Chennai,1359.15,6204.9
7,2,1,24,2,10,1,1,3,2,0,0,6,Gurgaon,1049.7,6385.37
7,5,0,0,3,5,1,3,1,2,0,0,9,Chennai,765.15,2640.9
4,3,1,24,3,3,0,0,2,10,1,0,3,Dahej,564.0,2635.3
3,10,1,24,1,10,2,3,2,3,0,0,5,Pune,650.7,7224.24
5,9,1,24,1,4,2,5,3,5,1,0,9,Chennai,437.25,861.75
8,14,0,0,3,0,2,4,2,2,0,0,5,Shimla,280.8,649.69
4,6,1,24,3,5,2,3,3,2,1,3,10,Ratnagiri,929.7,10907.04
5,5,1,24,1,6,1,0,0,0,0,0,12,Pune,434.25,4327.65
4,11,0,0,0,0,2,8,1,8,0,0,3,Pune,156.6,1005.15
7,14,0,0,3,1,0,0,3,4,1,3,6,Mumbai,437.4,4371.12
5,6,2,24,2,3,3,2,1,5,0,0,11,Shimla,577.5,2605.65
5,0,2,24,1,1,0,0,1,0,1,0,8,Chennai,261.0,333.0
1,8,2,24,2,2,1,0,2,6,0,0,2,Faridabad,428.4,2020.68
2,2,2,24,3,8,2,0,1,9,1,1,4,Vadodara,1338.3,6661.66
0,0,0,0,0,0,3,6,3,2,0,0,3,New Delhi,61.2,183.6
1,15,1,24,2,10,0,0,1,1,1,0,7,Shimla,1042.95,5752.09
3,16,2,24,0,0,0,0,1,6,1,3,8,Faridabad,398.7,1829.11
7,14,0,0,3,8,3,8,2,9,1,2,7,Navi Mumbai,1439.1,17631.12
8,1,2,24,1,8,2,6,2,10,0,0,12,Hyderabad,654.0,4396.0
5,12,0,0,2,3,1,2,1,0,1,1,8,Nagpur,433.5,4317.3
7,15,1,24,2,9,3,7,3,6,0,0,9,Chennai,1238.85,5483.1
1,15,2,24,3,4,1,6,1,4,1,2,1,Navi Mumbai,857.55,9954.66
2,12,1,24,0,0,2,0,0,0,1,0,3,Kolkata,162.0,822.0
8,1,2,24,1,7,1,0,1,7,1,3,1,Vadodara,624.9,2951.98
4,2,2,24,2,10,0,0,1,3,0,0,4,Noida,1137.6,7392.56
6,2,1,24,0,0,2,5,1,4,0,0,10,Nagpur,169.8,1140.45
1,8,2,24,0,0,3,2,3,3,1,0,10,Vadodara,262.8,1069.06
4,6,1,24,1,5,1,4,2,7,1,1,6,Mumbai,438.3,4383.54
0,0,0,0,1,6,3,0,0,0,1,2,8,Vadodara,315.0,1340.5
1,0,1,24,0,0,2,4,1,9,1,1,8,Nagpur,165.3,1094.33
2,0,2,24,1,1,1,6,1,6,0,0,11,Navi Mumbai,286.2,2333.55
8,8,0,0,3,0,3,4,0,0,0,0,6,Ahmedabad,180.0,705.0
8,15,1,24,3,7,1,6,3,7,0,0,1,Faridabad,1366.2,8632.52
3,16,0,0,2,1,2,6,3,3,0,0,5,Noida,244.8,1393.8
1,16,1,24,3,5,0,0,2,1,1,3,6,Gurgaon,888.9,5243.69
7,3,1,24,3,0,2,5,0,0,0,0,12,Mumbai,185.25,1298.81
5,13,2,24,0,0,1,6,0,0,1,1,9,Noida,402.75,2392.88
3,8,1,24,0,0,3,4,2,8,0,0,7,Mumbai,217.2,1626.3
8,5,1,24,1,5,2,2,0,0,1,2,1,Pune,480.0,4959.0
3,8,2,24,1,8,2,0,1,2,0,0,6,Ahmedabad,632.4,2990.98
8,12,2,24,0,0,1,2,2,5,1,3,12,Ratnagiri,517.5,5466.0
2,7,0,0,3,9,1,7,2,0,1,2,11,Pune,1312.5,15960.0
6,15,1,24,3,5,2,6,0,0,0,0,2,Vadodara,1021.5,5014.3
3,13,1,24,0,0,3,2,2,10,1,3,1,Hyderabad,305.25,1446.75
8,16,1,24,1,2,0,0,3,5,1,3,6,Vadodara,571.5,2674.3
8,7,2,24,0,0,2,0,1,6,1,3,12,Ahmedabad,416.7,1869.34
4,2,0,0,1,6,3,4,3,1,0,0,6,Pune,327.6,2855.88
2,8,2,24,0,0,2,2,2,3,0,0,3,Vadodara,271.2,1112.74
4,9,1,24,0,0,0,0,2,1,1,1,2,Nagpur,213.9,1592.48
4,0,0,0,3,5,2,0,3,8,0,0,5,Hyderabad,703.8,4844.2
5,5,0,0,3,9,0,0,1,7,0,0,2,Ratnagiri,1279.65,15526.38
3,16,2,24,2,9,1,4,3,8,0,0,6,Gurgaon,1174.8,7273.58
3,8,1,24,3,3,0,0,3,7,0,0,1,New Delhi,592.2,2749.3
2,2,2,24,3,6,0,0,2,3,1,3,2,New Delhi,1109.7,6677.6
7,3,2,24,3,4,3,5,3,9,1,0,12,Navi Mumbai,880.65,10259.58
2,5,1,24,0,0,0,0,3,4,0,0,11,Nagpur,144.9,885.23
5,4,1,24,1,5,0,0,3,1,0,0,4,Faridabad,381.6,1718.82
2,1,1,24,1,5,0,0,3,7,0,0,5,New Delhi,362.7,1332.15
3,12,1,24,1,8,1,1,1,9,0,0,9,Ratnagiri,562.8,6063.96
8,1,0,0,3,7,0,0,2,1,0,0,6,Dahej,965.4,4722.58
6,12,2,24,2,7,0,0,1,10,1,3,6,Gurgaon,1087.5,6653.75
5,10,2,24,1,2,1,6,2,9,1,2,10,Faridabad,503.1,2504.51
2,1,0,0,3,9,3,8,3,8,1,1,10,Kolkata,1342.8,9471.0
6,6,1,24,1,5,2,0,2,3,1,3,6,Navi Mumbai,488.7,5079.06
3,6,0,0,3,8,0,0,3,9,1,0,10,Chennai,1152.9,4967.4
8,7,2,24,2,6,1,0,3,2,1,1,3,New Delhi,911.7,5093.6
0,0,2,24,0,0,1,1,3,8,1,1,3,Kolkata,270.3,1471.8
4,14,1,24,2,4,2,1,0,0,0,0,3,Nagpur,600.0,6555.0
3,6,2,24,1,1,3,2,1,7,0,0,5,Noida,327.9,1906.35
7,8,1,24,3,6,3,2,2,2,1,2,2,Dahej,1111.8,5483.86
3,4,2,24,0,0,3,5,1,8,1,2,10,Mumbai,342.6,3062.88
7,7,1,24,1,2,3,3,1,1,0,0,12,Dahej,336.45,1452.04
7,8,1,24,1,3,1,1,1,2,0,0,6,Hyderabad,374.4,1930.8
6,15,2,24,0,0,1,4,3,4,0,0,9,Faridabad,444.9,2127.11
6,15,1,24,1,0,1,1,1,7,0,0,9,Noida,321.9,1867.35
4,3,1,24,0,0,2,6,3,6,0,0,11,Hyderabad,192.6,676.7
3,1,1,24,2,1,3,3,0,0,0,0,4,Mumbai,231.75,1775.44
0,0,1,24,0,0,2,7,3,7,0,0,11,Hyderabad,175.2,598.4
7,14,1,24,1,7,2,1,3,5,0,0,7,Pune,667.5,7446.0
5,13,0,0,0,0,0,0,1,6,0,0,2,Shimla,153.45,118.64
3,9,1,24,2,8,2,1,2,2,1,3,6,Navi Mumbai,967.05,11400.06
4,3,2,24,0,0,1,4,3,10,1,2,5,Pune,336.0,2971.8
1,1,0,0,1,1,1,5,0,0,1,0,11,Faridabad,62.25,146.14
5,2,0,0,3,4,2,7,0,0,1,2,1,Faridabad,649.5,3543.95
3,15,2,24,3,4,2,7,0,0,0,0,10,Gurgaon,899.25,5317.17
0,0,2,24,0,0,1,7,3,8,1,2,3,Pune,310.8,2624.04
7,9,0,0,1,6,3,8,1,4,1,0,9,Chennai,488.55,1015.65
3,4,1,24,3,2,2,0,0,0,0,0,9,Kolkata,405.0,2437.5
4,5,1,24,3,4,0,0,1,0,1,1,3,Hyderabad,715.5,4949.5
7,7,1,24,0,0,2,6,2,3,1,1,5,Gurgaon,283.95,1108.24
5,15,1,24,0,0,2,4,3,5,0,0,1,Noida,318.75,1846.88
7,1,0,0,1,7,3,4,3,9,0,0,2,Ahmedabad,399.15,1778.08
6,6,2,24,2,8,1,7,3,6,0,0,12,Chennai,1059.6,4407.6
1,16,2,24,3,9,3,8,2,7,1,0,7,Shimla,1555.8,9218.96
8,0,2,24,1,5,0,0,3,5,0,0,3,Navi Mumbai,459.0,4669.2
3,14,1,24,3,3,0,0,0,0,1,1,5,Chennai,630.0,1830.0
7,11,0,0,0,0,3,2,1,9,0,0,5,Pune,202.05,1471.01
2,0,2,24,3,9,2,6,3,4,1,0,12,New Delhi,1481.4,9651.2
8,15,1,24,0,0,1,7,0,0,0,0,12,Kolkata,399.0,2392.5
3,0,2,24,3,2,0,0,3,3,1,2,3,Noida,541.8,3311.33
3,7,0,0,2,7,3,2,3,0,0,0,9,Kolkata,695.25,4614.38
0,0,2,24,1,1,1,8,1,2,0,0,11,Ratnagiri,287.4,2345.85
7,0,2,24,0,0,0,0,1,3,1,2,9,Chennai,264.6,343.8
8,15,2,24,1,6,3,3,0,0,0,0,1,Ahmedabad,783.0,3774.1
4,11,2,24,3,6,2,4,0,0,1,0,12,Chennai,1149.0,4944.0
0,0,1,24,3,2,0,0,1,10,1,2,7,Navi Mumbai,435.0,4338.0
3,6,1,24,0,0,1,0,2,4,1,2,4,Dahej,203.1,803.17
4,1,2,24,1,10,3,8,3,9,1,2,4,Pune,824.4,9517.08
5,5,0,0,1,8,2,0,1,9,0,0,9,Noida,427.05,2550.82
1,11,0,0,1,1,2,6,1,3,1,1,9,Gurgaon,131.85,351.46
2,5,2,24,0,0,2,2,3,10,0,0,8,Faridabad,286.5,1121.62
8,10,1,24,3,4,0,0,1,6,0,0,8,New Delhi,835.2,4481.6
5,14,0,0,1,3,1,2,1,6,1,1,10,Pune,328.2,2864.16
0,0,1,24,1,7,0,0,2,0,1,2,6,Chennai,468.0,954.0
1,15,1,24,3,0,3,4,2,1,0,0,8,Vadodara,180.15,705.64
5,1,1,24,3,3,2,3,2,10,1,3,3,Gurgaon,633.75,3432.12
8,3,2,24,0,0,1,5,3,4,1,0,2,New Delhi,299.4,1047.3
5,11,1,24,1,2,3,3,0,0,0,0,12,Ahmedabad,348.75,1516.0
3,0,0,0,0,0,1,3,3,0,0,0,2,Noida,9.0,49.5
1,16,0,0,2,3,0,0,3,7,0,0,5,Ahmedabad,331.2,1424.74
7,12,0,0,1,1,0,0,0,0,0,0,8,Noida,234.0,1329.0
5,10,1,24,2,3,0,0,3,4,0,0,12,Pune,504.9,5299.68
8,4,2,24,2,5,3,2,3,6,0,0,9,Navi Mumbai,777.6,8899.32
5,2,2,24,1,3,2,7,2,8,0,0,10,Mumbai,434.7,4333.86
5,13,2,24,2,10,0,0,0,0,0,0,11,Mumbai,1262.25,15296.7
2,16,0,0,3,9,3,4,3,10,0,0,4,Hyderabad,1359.0,10741.0
5,10,0,0,1,5,2,4,0,0,1,1,8,Navi Mumbai,384.0,3634.2
2,3,1,24,0,0,0,0,2,9,1,2,11,Mumbai,188.1,1328.03
0,0,2,24,2,3,2,7,2,2,0,0,3,Ahmedabad,532.8,2473.06
6,8,2,24,3,8,0,0,0,0,1,2,3,Gurgaon,1449.0,9220.4
4,12,1,24,3,1,2,3,1,4,0,0,6,Vadodara,373.8,1646.26
2,7,2,24,1,10,3,6,2,5,0,0,4,Mumbai,763.5,8713.2
1,16,0,0,2,9,1,1,0,0,0,0,5,Faridabad,849.0,4960.4
7,12,0,0,1,10,3,7,0,0,0,0,3,Shimla,702.0,3447.27
1,4,0,0,3,3,3,1,0,0,0,0,8,Dahej,423.0,1902.1
4,4,2,24,2,10,2,0,2,1,1,3,8,Gurgaon,1221.9,7607.99
5,0,1,24,1,0,3,6,2,2,0,0,1,New Delhi,166.8,500.4
6,3,1,24,3,9,3,7,3,1,0,0,7,Shimla,1430.1,8369.23
3,8,2,24,1,3,1,1,1,2,1,2,5,Nagpur,455.4,4619.52
1,16,1,24,0,0,0,0,1,0,1,1,1,Mumbai,166.5,1106.62
0,0,1,24,2,3,0,0,2,6,0,0,7,Ahmedabad,392.4,1742.98
4,15,1,24,0,0,1,5,3,3,0,0,11,Shimla,268.8,599.65
8,7,1,24,0,0,0,0,1,3,0,0,5,Noida,237.6,1350.6
3,1,2,24,1,8,3,4,0,0,1,0,7,New Delhi,618.75,2931.25
4,3,2,24,1,7,1,8,3,1,0,0,5,Ahmedabad,585.6,2747.62
2,14,1,24,3,4,3,4,0,0,0,0,2,Mumbai,747.0,8495.4
3,7,1,24,0,0,3,1,2,7,0,0,5,Shimla,181.05,233.73
3,15,2,24,3,1,2,4,1,10,1,0,4,Navi Mumbai,488.25,5072.85
4,10,1,24,2,1,0,0,0,0,0,0,8,Navi Mumbai,288.0,2352.0
7,6,0,0,2,2,3,7,2,7,0,0,8,Shimla,354.3,1096.82
2,10,0,0,3,9,1,7,2,10,0,0,3,Vadodara,1305.0,6488.5
7,1,0,0,1,2,3,6,3,0,1,0,1,Shimla,159.75,144.91
0,0,0,0,1,6,3,5,3,3,1,0,5,Hyderabad,325.8,1590.6
2,7,0,0,1,7,0,0,3,1,1,1,12,Dahej,372.6,1640.02
0,0,0,0,2,6,2,8,3,5,1,3,4,Ratnagiri,673.5,7525.2
3,7,0,0,0,0,1,6,0,0,0,0,12,Dahej,65.25,217.31
8,11,2,24,0,0,3,4,1,4,1,3,12,Noida,522.3,3177.75
4,7,1,24,1,4,0,0,3,8,0,0,11,Pune,379.8,3576.24
1,13,1,24,3,5,1,1,1,6,1,0,7,Ahmedabad,822.45,3979.24
0,0,0,0,3,10,0,0,1,1,0,0,3,Hyderabad,1351.2,10670.8
7,1,2,24,2,0,3,4,0,0,0,0,9,Pune,267.75,2144.44
6,5,1,24,0,0,2,7,1,8,0,0,4,Noida,227.1,1287.6
5,3,0,0,1,7,3,0,0,0,1,0,1,Chennai,348.75,596.25
7,13,1,24,0,0,0,0,2,9,0,0,6,Navi Mumbai,334.35,2949.03
2,1,1,24,0,0,3,1,1,6,0,0,7,Noida,128.7,707.85
2,15,2,24,1,10,3,8,1,8,0,0,4,Kolkata,815.1,5513.25
1,13,0,0,1,3,2,4,2,1,0,0,3,Ahmedabad,190.65,750.26
1,6,2,24,2,10,1,6,3,8,0,0,1,Ahmedabad,1176.3,5819.26
8,2,1,24,2,4,3,2,1,10,0,0,6,Faridabad,534.0,2723.9
3,16,1,24,2,3,1,5,0,0,1,1,8,Dahej,523.5,2424.7
3,10,2,24,3,9,3,2,1,4,0,0,7,Pune,1521.3,18716.16
4,11,0,0,3,2,3,6,3,4,1,1,7,Hyderabad,459.9,2649.1
0,0,1,24,0,0,3,1,1,9,1,2,3,Gurgaon,172.8,524.7
7,13,2,24,0,0,1,7,1,10,1,2,4,Noida,498.75,3016.88
6,9,1,24,2,9,1,3,2,9,0,0,3,Shimla,1070.1,5935.63
7,12,2,24,2,4,0,0,2,2,1,2,2,Chennai,814.8,2938.8
6,2,1,24,3,3,2,6,0,0,1,1,10,Shimla,598.5,2747.61
1,16,2,24,2,9,2,3,3,0,0,0,9,Shimla,1080.0,6002.55
5,5,0,0,2,1,3,3,3,1,0,0,11,Hyderabad,176.85,605.83
5,0,0,0,0,0,0,0,1,0,0,0,1,Kolkata,0.0,0.0
2,8,1,24,1,10,2,6,2,10,0,0,8,Gurgaon,654.0,3575.9
4,5,0,0,1,1,3,6,1,4,0,0,8,Shimla,148.8,99.25
4,0,0,0,2,3,3,2,3,9,0,0,8,Shimla,320.4,867.65
8,13,2,24,3,3,3,0,2,1,0,0,9,Navi Mumbai,857.4,9952.68
6,2,0,0,1,6,2,3,3,3,1,3,9,Mumbai,393.3,3762.54
0,0,0,0,3,8,3,1,1,5,1,1,11,Mumbai,1117.5,13386.0
5,7,0,0,0,0,3,2,1,7,0,0,1,Faridabad,105.15,272.69
4,7,1,24,1,0,3,5,0,0,0,0,8,Nagpur,216.0,1614.0
4,6,2,24,1,8,1,0,1,4,0,0,9,Chennai,634.8,1858.8
8,6,0,0,2,3,0,0,0,0,0,0,1,Dahej,378.0,1668.1
1,9,2,24,2,0,3,1,0,0,1,2,6,Faridabad,290.25,1141.31
0,0,1,24,2,0,1,2,0,0,1,1,4,Nagpur,136.5,799.12
6,10,0,0,2,3,3,5,2,5,1,1,3,Nagpur,484.5,5021.1
6,4,2,24,1,4,1,0,1,7,0,0,9,Gurgaon,458.4,2214.18
7,3,2,24,3,2,1,1,2,4,0,0,2,Nagpur,545.85,5840.22
4,4,1,24,3,5,2,4,1,6,1,0,3,Gurgaon,850.2,4968.92
4,5,2,24,1,0,2,2,1,4,1,2,12,Ratnagiri,322.8,2789.64
6,14,0,0,0,0,0,0,3,8,0,0,9,Shimla,217.8,386.98
3,7,2,24,2,9,3,1,2,7,0,0,9,Navi Mumbai,1099.05,13142.46
7,9,0,0,2,3,1,7,1,2,0,0,11,Hyderabad,435.15,2426.35
7,0,0,0,2,10,0,0,3,0,0,0,7,Gurgaon,900.0,5322.5
3,5,1,24,1,6,2,0,3,7,0,0,6,Gurgaon,436.95,2075.83
2,2,2,24,0,0,0,0,2,0,0,0,12,Gurgaon,225.0,798.75
0,0,0,0,1,5,1,6,1,5,0,0,7,Pune,249.0,1952.25
0,0,0,0,0,0,2,8,0,0,1,0,3,Vadodara,48.0,146.4
6,16,1,24,1,3,0,0,2,5,1,1,2,Ratnagiri,493.5,5145.3
6,16,1,24,0,0,0,0,2,10,1,0,2,Gurgaon,348.0,1502.1
5,9,2,24,0,0,2,2,0,0,1,1,1,Shimla,351.75,1079.58
4,0,2,24,0,0,3,1,1,2,0,0,5,Shimla,227.4,427.01
2,2,2,24,3,8,0,0,1,5,0,0,3,Hyderabad,1311.0,10309.0
6,16,2,24,2,1,1,0,3,8,0,0,9,Nagpur,550.8,5905.56
6,0,0,0,2,2,1,4,1,6,1,3,2,Faridabad,266.7,1017.67
2,8,2,24,3,5,2,7,1,3,1,1,2,Faridabad,995.1,5997.71
5,16,0,0,1,2,3,1,3,7,0,0,6,Shimla,304.2,758.14
3,1,2,24,2,0,2,8,2,5,1,0,12,New Delhi,282.75,972.38
5,6,0,0,2,10,1,7,2,9,0,0,8,Kolkata,1010.1,6975.75
0,0,1,24,0,0,2,7,0,0,0,0,8,Noida,150.0,825.0
6,10,2,24,3,7,0,0,1,10,1,2,6,Navi Mumbai,1353.0,16494.6
5,7,1,24,3,7,1,2,3,4,0,0,2,Noida,1152.15,7492.23
3,13,0,0,2,10,0,0,3,9,1,2,2,Chennai,1065.15,4440.9
6,9,0,0,2,4,2,6,3,1,0,0,6,Ratnagiri,521.1,5513.52
3,4,0,0,3,4,3,7,3,4,0,0,11,Pune,644.4,7141.08
7,10,1,24,3,5,3,1,3,6,0,0,10,Ahmedabad,971.1,4752.22
4,7,0,0,1,8,1,6,1,10,0,0,6,Navi Mumbai,453.0,4586.4
4,6,1,24,3,8,2,2,3,9,1,2,11,New Delhi,1331.4,8451.2
8,9,0,0,0,0,3,2,2,5,1,2,7,Faridabad,237.0,861.75
7,9,0,0,1,3,2,3,2,1,1,2,9,Nagpur,342.15,3056.67
6,8,1,24,0,0,2,5,3,4,1,2,6,Pune,305.4,2549.52
1,6,1,24,2,0,1,3,1,2,1,2,6,Mumbai,177.9,1223.47
7,5,2,24,1,0,0,0,1,2,0,0,8,Shimla,297.15,717.87
2,7,2,24,3,6,2,3,2,7,1,2,9,Mumbai,1137.3,13647.36
3,10,1,24,2,3,1,8,2,0,0,0,7,Nagpur,469.5,4814.1
2,13,2,24,3,1,0,0,0,0,0,0,3,Gurgaon,409.5,1898.78
0,0,0,0,1,6,3,5,1,10,0,0,8,Ahmedabad,327.0,1402.9
2,6,2,24,0,0,2,8,3,9,0,0,2,Kolkata,323.4,1825.5
2,13,0,0,0,0,3,0,1,3,1,1,7,Faridabad,84.6,212.07
8,10,1,24,1,1,3,6,1,3,1,1,5,Pune,413.1,4035.78
5,8,0,0,0,0,2,1,3,1,1,0,3,Noida,99.6,547.8
6,5,0,0,2,1,1,7,1,5,0,0,10,Mumbai,184.5,1291.12
0,0,2,24,2,4,3,1,2,7,1,0,9,New Delhi,601.8,2812.6
1,8,1,24,1,5,3,5,2,4,1,3,3,Mumbai,473.1,4863.78
0,0,0,0,3,9,0,0,2,5,1,0,7,Gurgaon,1227.0,7644.2
3,13,1,24,1,4,1,0,2,9,0,0,3,Mumbai,397.35,3818.43
8,7,1,24,3,5,3,5,0,0,0,0,5,Mumbai,954.0,11227.8
4,10,1,24,2,8,3,2,3,4,0,0,2,Noida,950.4,6110.24
1,7,2,24,1,9,3,0,3,1,1,3,7,Hyderabad,707.85,4880.65
3,4,2,24,1,10,3,5,0,0,0,0,3,Vadodara,738.0,3540.1
2,4,2,24,3,4,2,8,3,1,1,0,2,Nagpur,825.6,9532.92
0,0,2,24,0,0,0,0,0,0,0,0,10,Ahmedabad,216.0,858.0
2,12,1,24,1,1,3,7,2,6,0,0,7,Faridabad,284.4,1110.6
7,3,1,24,0,0,3,7,2,10,0,0,9,Navi Mumbai,242.25,1883.06
6,15,2,24,2,6,2,4,3,1,1,1,11,Noida,1008.6,6508.91
7,14,1,24,2,6,3,6,1,10,0,0,1,Kolkata,934.5,6408.75
1,2,0,0,0,0,3,3,3,4,0,0,8,Gurgaon,45.9,100.98
1,9,2,24,2,0,3,0,3,9,0,0,5,Ahmedabad,268.65,1099.48
6,15,0,0,2,7,2,3,1,5,0,0,8,Mumbai,856.5,9940.8
5,16,1,24,3,7,3,6,2,1,0,0,5,Kolkata,1289.4,9070.5
1,1,1,24,2,5,0,0,3,5,1,1,7,Shimla,600.75,2762.82
3,7,1,24,0,0,3,4,3,0,0,0,10,Kolkata,191.25,997.5
4,1,0,0,3,9,1,7,2,8,1,2,7,Mumbai,1309.2,15916.44
3,11,0,0,0,0,2,8,2,3,0,0,12,Gurgaon,129.45,344.38
7,14,1,24,2,9,3,5,1,4,1,3,4,Faridabad,1255.8,7848.68
2,1,2,24,0,0,3,3,0,0,0,0,4,Dahej,247.5,991.88
0,0,0,0,1,1,0,0,3,5,1,1,12,Nagpur,85.5,363.38
